vType_id;vType_vClass;trip_depart;trip_departLane;trip_departSpeed;trip_from;trip_id;trip_to;trip_type
;;3363.83;best;max;-1050991028#2;veh69291;-849848494#0;veh_passenger
;;3363.88;best;;1049113098#0;veh69292;-26326753#1;veh_passenger
;;3363.93;best;;229908907#4;veh69293;1217163431;veh_passenger
;;3363.98;best;max;-1387986989;veh69294;-252036551#0;veh_passenger
;;3364.03;best;max;-1055299302;veh69295;1385731066#0;veh_passenger
;;3364.08;best;;-849842914#3;veh69296;1223122645;veh_passenger
;;3364.12;best;max;1225841027#0;veh69297;1387502313;veh_passenger
;;3364.17;best;;585630240#0;veh69298;1219040426;veh_passenger
;;3364.22;best;;-1304803625;veh69299;-313817446#3;veh_passenger
;;3364.27;best;max;-712216261;veh69300;-131709941#30;veh_passenger
;;3364.32;best;;158306182#0;veh69301;-1217159664;veh_passenger
;;3364.37;best;;446709235#3;veh69302;-260126085;veh_passenger
;;3364.42;best;;158355515#2;veh69303;988553284;veh_passenger
;;3364.46;best;;-1046292285#1;veh69304;1390417760#3;veh_passenger
;;3364.51;best;max;354997519#0;veh69305;446709235#1;veh_passenger
;;3364.56;best;max;-1054401200;veh69306;260127622#18;veh_passenger
;;3364.61;best;max;-1217254944;veh69307;1041902142;veh_passenger
;;3364.66;best;;-329454939#0;veh69308;1050554288;veh_passenger
;;3364.71;best;max;-1071878466;veh69309;134795941#7;veh_passenger
;;3364.75;best;;-841961377#2;veh69310;-1051244376#1;veh_passenger
;;3364.80;best;max;143861137#0;veh69311;1217255627#1;veh_passenger
;;3364.85;best;;556414772#0;veh69312;-1218994191;veh_passenger
;;3364.90;best;;1043107772;veh69313;1054354508#1;veh_passenger
;;3364.95;best;;-1217250072;veh69314;-458214186#1;veh_passenger
;;3365.00;best;max;220749512#0;veh69315;-184165616#12;veh_passenger
;;3365.05;best;max;-1055019976;veh69316;1386130118#1;veh_passenger
;;3365.09;best;max;1213222763;veh69317;-1055098842;veh_passenger
;;3365.14;best;max;-1382003306;veh69318;569541658#3;veh_passenger
;;3365.19;best;max;-132071725#2;veh69319;-188038438#4;veh_passenger
;;3365.24;best;max;158711852#0;veh69320;1051023022#5;veh_passenger
;;3365.29;best;max;-1385731070;veh69321;158354653#9;veh_passenger
;;3365.34;best;max;-1051240621;veh69322;1215977103;veh_passenger
;;3365.39;best;max;-1071878454;veh69323;-1054187911#1;veh_passenger
;;3365.43;best;max;-1047137896#1;veh69324;1089828136;veh_passenger
;;3365.48;best;max;-1054408530;veh69325;1218994061#0;veh_passenger
;;3365.53;best;;1386084288;veh69326;-548937825#6;veh_passenger
;;3365.58;best;;-62004861#14;veh69327;-132183943#1;veh_passenger
;;3365.63;best;;-1044804392;veh69328;1386038512;veh_passenger
;;3365.68;best;;-1049852870#2;veh69329;195681537#10;veh_passenger
;;3365.73;best;max;1218448828;veh69330;1049877263;veh_passenger
;;3365.77;best;;-221615241#0;veh69331;378246884#10;veh_passenger
;;3365.82;best;;-158407440#1;veh69332;1056847238#1;veh_passenger
;;3365.87;best;;-158349544#2;veh69333;1044514943#2;veh_passenger
;;3365.92;best;;-1043781990#0;veh69334;-132070870#1;veh_passenger
;;3365.97;best;max;1322054031;veh69335;1055131830;veh_passenger
;;3366.02;best;max;-1071860467;veh69336;-354055507#6;veh_passenger
;;3366.07;best;;815459479#15;veh69337;-199050472#1;veh_passenger
;;3366.11;best;;-188038434#2;veh69338;-260126090#1;veh_passenger
;;3366.16;best;;-325440944;veh69339;172364987#22;veh_passenger
;;3366.21;best;max;44770393#0;veh69340;-26514974#11;veh_passenger
;;3366.26;best;;-1046565682#1;veh69341;988530920#1;veh_passenger
;;3366.31;best;;-27191214#6;veh69342;170210811#2;veh_passenger
;;3366.36;best;;-1055098852#2;veh69343;902926802;veh_passenger
;;3366.41;best;max;239322880;veh69344;1385710902;veh_passenger
;;3366.45;best;;-44770393#20;veh69345;1046536731;veh_passenger
;;3366.50;best;max;-695574000;veh69346;-1054356714;veh_passenger
;;3366.55;best;;132070844#5;veh69347;-1046564411#0;veh_passenger
;;3366.60;best;max;-1054195131#1;veh69348;-1217249893#0;veh_passenger
;;3366.65;best;;1215980412;veh69349;1049862890;veh_passenger
;;3366.70;best;;354991437#0;veh69350;-313817439#8;veh_passenger
;;3366.75;best;;-1055065995#1;veh69351;158470047#4;veh_passenger
;;3366.79;best;max;1218978021#0;veh69352;1055098840#4;veh_passenger
;;3366.84;best;max;-1220468012;veh69353;1054399006#1;veh_passenger
;;3366.89;best;max;1212935888;veh69354;-158366236#10;veh_passenger
;;3366.94;best;;-132062636#8;veh69355;1368965480;veh_passenger
;;3366.99;best;;-44770272#13;veh69356;1152597772#2;veh_passenger
;;3367.04;best;;1053935950;veh69357;-321399398#12;veh_passenger
;;3367.09;best;max;-1071860469;veh69358;-1055098866#0;veh_passenger
;;3367.13;best;;-27211046#4;veh69359;1041989462;veh_passenger
;;3367.18;best;;-1215977101#0;veh69360;-1432204131;veh_passenger
;;3367.23;best;max;-1207151944#3;veh69361;1089022996#1;veh_passenger
;;3367.28;best;max;-1219074953;veh69362;191450223#0;veh_passenger
;;3367.33;best;;-158354653#22;veh69363;1383716085#1;veh_passenger
;;3367.38;best;;-1042925586#0;veh69364;62004861#12;veh_passenger
;;3367.42;best;max;-1049878347#1;veh69365;-1215015578;veh_passenger
;;3367.47;best;;355210812#7;veh69366;1394468700;veh_passenger
;;3367.52;best;;-325440932#0;veh69367;-1218977933;veh_passenger
;;3367.57;best;max;-1050973589;veh69368;1055130146;veh_passenger
;;3367.62;best;max;1087261296;veh69369;320044835#5;veh_passenger
;;3367.67;best;max;493431468;veh69370;260127050;veh_passenger
;;3367.72;best;max;-1385324951;veh69371;1041902136;veh_passenger
;;3367.76;best;max;-1071872399;veh69372;-1216160703;veh_passenger
;;3367.81;best;;-131937287#0;veh69373;-1053900917#0;veh_passenger
;;3367.86;best;;1370367952#1;veh69374;-1043850957#0;veh_passenger
;;3367.91;best;max;-1432202356;veh69375;1050973561;veh_passenger
;;3367.96;best;;-320047928#3;veh69376;1216004327#1;veh_passenger
;;3368.01;best;;219780377#12;veh69377;1384258714;veh_passenger
;;3368.06;best;;-815459479#17;veh69378;1382482164;veh_passenger
;;3368.10;best;max;-1214501935;veh69379;-1041990399;veh_passenger
;;3368.15;best;max;-1205394641;veh69380;-1071872405#0;veh_passenger
;;3368.20;best;;318725571#2;veh69381;1051240619#1;veh_passenger
;;3368.25;best;max;980882368#0;veh69382;-221202411#1;veh_passenger
;;3368.30;best;max;-1216993027;veh69383;-1041902134#1;veh_passenger
;;3368.35;best;;1085801236#0;veh69384;1044514903;veh_passenger
;;3368.40;best;;1049873897#0;veh69385;-446709215;veh_passenger
;;3368.44;best;;-1061113477#1;veh69386;1071878448;veh_passenger
;;3368.49;best;max;380332377;veh69387;1220468024;veh_passenger
;;3368.54;best;max;-1052737788#1;veh69388;630565122#1;veh_passenger
;;3368.59;best;;1378642066#0;veh69389;-1192623943#0;veh_passenger
;;3368.64;best;;322815828#0;veh69390;1386512991;veh_passenger
;;3368.69;best;;1376104307#0;veh69391;-355210803#3;veh_passenger
;;3368.74;best;;-690917726#1;veh69392;-158718366#0;veh_passenger
;;3368.78;best;max;-1213511696;veh69393;-1043850954;veh_passenger
;;3368.83;best;;-1071865171#0;veh69394;1368622920#3;veh_passenger
;;3368.88;best;max;-1054406161;veh69395;131993103#8;veh_passenger
;;3368.93;best;max;-1217254986;veh69396;988553280;veh_passenger
;;3368.98;best;max;-1071878456;veh69397;-1042896338#0;veh_passenger
;;3369.03;best;;335285814#1;veh69398;1217255437#1;veh_passenger
;;3369.08;best;max;-1388938439;veh69399;-1044700286;veh_passenger
;;3369.12;best;;-379260340#3;veh69400;-1041990399;veh_passenger
;;3369.17;best;max;-1389246713;veh69401;-219780377#10;veh_passenger
;;3369.22;best;;1266171323#2;veh69402;1071867060;veh_passenger
;;3369.27;best;;-1217249893#1;veh69403;-442582332#0;veh_passenger
;;3369.32;best;max;-1044700282;veh69404;-680419912#19;veh_passenger
;;3369.37;best;;-158306183#0;veh69405;-163380995;veh_passenger
;;3369.42;best;max;-1214955160;veh69406;1055088780;veh_passenger
;;3369.46;best;max;-1366470557;veh69407;1051023018;veh_passenger
;;3369.51;best;;-458212674#0;veh69408;-1044804356#1;veh_passenger
;;3369.56;best;;-158354653#13;veh69409;1054370042#1;veh_passenger
;;3369.61;best;max;-1358318462;veh69410;-1115128582;veh_passenger
;;3369.66;best;;-172366685#13;veh69411;1430218299#1;veh_passenger
;;3369.71;best;;321399398#9;veh69412;-1054406169#1;veh_passenger
;;3369.76;best;max;-1382279710;veh69413;1215980413;veh_passenger
;;3369.80;best;;446709229#4;veh69414;902920462#5;veh_passenger
;;3369.85;best;;-325440940#1;veh69415;-1046536726#0;veh_passenger
;;3369.90;best;;1124037108;veh69416;1389800141#1;veh_passenger
;;3369.95;best;;-1055120459#1;veh69417;1226409522#1;veh_passenger
;;3370.00;best;max;922333610#0;veh69418;569594995;veh_passenger
;;3370.05;best;;-158711852#19;veh69419;1220230499;veh_passenger
;;3370.09;best;;-556414769#1;veh69420;1213221062;veh_passenger
;;3370.14;best;max;-1046546417#1;veh69421;335305604#4;veh_passenger
;;3370.19;best;;-158370285#3;veh69422;-1053935170#9;veh_passenger
;;3370.24;best;;1385772783#1;veh69423;-1382974058;veh_passenger
;;3370.29;best;;218858282#13;veh69424;689730967#1;veh_passenger
;;3370.34;best;;355210814#7;veh69425;-1218977699;veh_passenger
;;3370.39;best;;585729758#3;veh69426;-1368622929#1;veh_passenger
;;3370.43;best;max;-1071860460;veh69427;-230010472#3;veh_passenger
;;3370.48;best;max;-1218978653;veh69428;1042171895;veh_passenger
;;3370.53;best;max;1385720044;veh69429;229907580#17;veh_passenger
;;3370.58;best;;1042966470#1;veh69430;1051010638#1;veh_passenger
;;3370.63;best;;-458212659#0;veh69431;-163371017#7;veh_passenger
;;3370.68;best;max;-1042419271;veh69432;-132363057#5;veh_passenger
;;3370.73;best;;170212184;veh69433;-218032586#14;veh_passenger
;;3370.77;best;max;-988505731;veh69434;-1381084652#0;veh_passenger
;;3370.82;best;;-988505723#1;veh69435;404799260#1;veh_passenger
;;3370.87;best;max;-1054221093;veh69436;-321397517#3;veh_passenger
;;3370.92;best;;1218449555#1;veh69437;-1071860472#1;veh_passenger
;;3370.97;best;max;-380332382#3;veh69438;221616972#2;veh_passenger
;;3371.02;best;max;1071865168;veh69439;-1220468803;veh_passenger
;;3371.07;best;max;404799258#0;veh69440;279806915#8;veh_passenger
;;3371.11;best;max;-1382520943;veh69441;170212426#16;veh_passenger
;;3371.16;best;;-1043565888#0;veh69442;1047218425;veh_passenger
;;3371.21;best;max;-1219041025;veh69443;158718366#10;veh_passenger
;;3371.26;best;;158370310#17;veh69444;1387986727;veh_passenger
;;3371.31;best;max;-630634017#2;veh69445;-378246877#3;veh_passenger
;;3371.36;best;;-1041999186#2;veh69446;1215281617;veh_passenger
;;3371.41;best;;988530918#0;veh69447;1386921370;veh_passenger
;;3371.45;best;max;-1054406161;veh69448;1366470617#0;veh_passenger
;;3371.50;best;;569608724;veh69449;585630240#0;veh_passenger
;;3371.55;best;max;-1219079866;veh69450;-1383716080;veh_passenger
;;3371.60;best;;-1041902116#1;veh69451;-1219040330;veh_passenger
;;3371.65;best;max;156032747#0;veh69452;1043565874#2;veh_passenger
;;3371.70;best;max;-988203044;veh69453;442582332#5;veh_passenger
;;3371.75;best;;-988530883#0;veh69454;-695580801#2;veh_passenger
;;3371.79;best;;-1054408529#3;veh69455;1051068176;veh_passenger
;;3371.84;best;;132056616#1;veh69456;325440945#0;veh_passenger
;;3371.89;best;;-858852308#0;veh69457;-680419910#0;veh_passenger
;;3371.94;best;max;-1226409522#1;veh69458;1044462493#1;veh_passenger
;;3371.99;best;max;1217159804;veh69459;1055120459#7;veh_passenger
;;3372.04;best;;-1049706459#3;veh69460;1053954490;veh_passenger
;;3372.09;best;;-858852293#0;veh69461;156023388;veh_passenger
;;3372.13;best;;-904485202#3;veh69462;1047437091#1;veh_passenger
;;3372.18;best;;-229908904#0;veh69463;158714189#0;veh_passenger
;;3372.23;best;max;-1215984207#2;veh69464;-355212061#10;veh_passenger
;;3372.28;best;max;-1216919423;veh69465;1218444567;veh_passenger
;;3372.33;best;;-1389986730#1;veh69466;1217168864#1;veh_passenger
;;3372.38;best;max;-1046958053;veh69467;849845961#2;veh_passenger
;;3372.43;best;;1042241321#1;veh69468;1054632991#1;veh_passenger
;;3372.47;best;max;-1377972750#1;veh69469;-132363044#2;veh_passenger
;;3372.52;best;max;-1049852855;veh69470;1042925578#5;veh_passenger
;;3372.57;best;max;-1054195135;veh69471;158366236#13;veh_passenger
;;3372.62;best;;354997509;veh69472;1049702713#2;veh_passenger
;;3372.67;best;max;-683448179#4;veh69473;158370310#10;veh_passenger
;;3372.72;best;max;-569814300#4;veh69474;1215977107;veh_passenger
;;3372.77;best;;-155985502;veh69475;1153975974;veh_passenger
;;3372.81;best;;1054991203#0;veh69476;1367271669;veh_passenger
;;3372.86;best;;27189529#7;veh69477;-1212935888;veh_passenger
;;3372.91;best;;-199044520#2;veh69478;-131993103#3;veh_passenger
;;3372.96;best;max;-1394468702;veh69479;870861638#1;veh_passenger
;;3373.01;best;max;-1054636878;veh69480;1052654321#2;veh_passenger
;;3373.06;best;max;-1388712574;veh69481;-1115128582;veh_passenger
;;3373.10;best;;804483251#5;veh69482;-1044514945#2;veh_passenger
;;3373.15;best;;-62004861#4;veh69483;-1225841030;veh_passenger
;;3373.20;best;;-447686966#2;veh69484;1383716094#2;veh_passenger
;;3373.25;best;;-1084664540#2;veh69485;1219040497#0;veh_passenger
;;3373.30;best;;-221207910#1;veh69486;-1216923273;veh_passenger
;;3373.35;best;max;-1050973594;veh69487;1219074848;veh_passenger
;;3373.40;best;;-446709214#0;veh69488;1055049387;veh_passenger
;;3373.44;best;max;-1383725992;veh69489;-176068428#2;veh_passenger
;;3373.49;best;;335305604#1-AddedOnRampEdge;veh69490;1055088766;veh_passenger
;;3373.54;best;;585630245;veh69491;1046397073#0;veh_passenger
;;3373.59;best;max;-1055130137#1;veh69492;1054354508#1;veh_passenger
;;3373.64;best;max;-1217249922;veh69493;1041902127;veh_passenger
;;3373.69;best;;-569581201#8;veh69494;-170210812;veh_passenger
;;3373.74;best;max;-1045121139#1;veh69495;1386962192#2;veh_passenger
;;3373.78;best;;-1054991195#1;veh69496;-1055092032#0;veh_passenger
;;3373.83;best;;-184750316;veh69497;132363061#1;veh_passenger
;;3373.88;best;;548937837#2;veh69498;1266176373;veh_passenger
;;3373.93;best;;-977800015#0;veh69499;1391523377#1;veh_passenger
;;3373.98;best;max;1390670304;veh69500;1045129822;veh_passenger
;;3374.03;best;;-321397517#4;veh69501;-1088328344#0;veh_passenger
;;3374.08;best;;132056616#2;veh69502;158470046#3;veh_passenger
;;3374.12;best;;802127535#0;veh69503;1390417759;veh_passenger
;;3374.17;best;;1041910285#1;veh69504;123722495#5;veh_passenger
;;3374.22;best;;231770259#7;veh69505;-1042171888#0;veh_passenger
;;3374.27;best;max;-1042171937;veh69506;83229105#21;veh_passenger
;;3374.32;best;;-187802010#0;veh69507;903009071#9;veh_passenger
;;3374.37;best;max;677939260#0;veh69508;1084027860#1;veh_passenger
;;3374.42;best;max;-1050954351#1;veh69509;1049873883;veh_passenger
;;3374.46;best;;1219041061#0;veh69510;322197520#2;veh_passenger
;;3374.51;best;;-1042135578#4;veh69511;825108510#10;veh_passenger
;;3374.56;best;;-219225822#1;veh69512;-1046482201;veh_passenger
;;3374.61;best;max;-988530857;veh69513;132071725#1;veh_passenger
;;3374.66;best;;902985180#8;veh69514;-1053923485#0;veh_passenger
;;3374.71;best;max;-813609469#6;veh69515;1044700258#1;veh_passenger
;;3374.76;best;max;-988203048;veh69516;-569821072#0;veh_passenger
;;3374.80;best;;1055098849#0;veh69517;158366236#18;veh_passenger
;;3374.85;best;max;-1047664607;veh69518;1055098849#0;veh_passenger
;;3374.90;best;;1047458870#2;veh69519;-1218993646;veh_passenger
;;3374.95;best;;-682514747#11;veh69520;1055098845#2;veh_passenger
;;3375.00;best;;801453911#1;veh69521;158366236#26;veh_passenger
;;3375.05;best;;1383748135;veh69522;1384917997#1;veh_passenger
;;3375.10;best;max;-1370062308;veh69523;1230261700#3;veh_passenger
;;3375.14;best;max;-1054632959;veh69524;988530886#1;veh_passenger
;;3375.19;best;;813609469#0;veh69525;-27191048#3;veh_passenger
;;3375.24;best;;-1375539354#0;veh69526;132363061#1;veh_passenger
;;3375.29;best;max;1217159991;veh69527;1042925566;veh_passenger
;;3375.34;best;;690546150#1;veh69528;-1043813735;veh_passenger
;;3375.39;best;;1088091730;veh69529;-1050019351#1;veh_passenger
;;3375.44;best;;1049113093;veh69530;-355393312#2;veh_passenger
;;3375.48;best;;1225004052;veh69531;172364987#13;veh_passenger
;;3375.53;best;;-220826302#2;veh69532;1391762667;veh_passenger
;;3375.58;best;max;-1217169099;veh69533;1043565879;veh_passenger
;;3375.63;best;;-156020175#6;veh69534;1043663882#1;veh_passenger
;;3375.68;best;;1104849507#0;veh69535;-1047086887#0;veh_passenger
;;3375.73;best;;815459479#6;veh69536;1368698204;veh_passenger
;;3375.77;best;;320044846#4;veh69537;-1384917997#0;veh_passenger
;;3375.82;best;max;-1052750833;veh69538;-1049877259#0;veh_passenger
;;3375.87;best;;26209723#1;veh69539;131709941#8;veh_passenger
;;3375.92;best;;-1054406166#1;veh69540;1369496971;veh_passenger
;;3375.97;best;;158370288#7;veh69541;1215345219;veh_passenger
;;3376.02;best;;-1083996303;veh69542;1054354516;veh_passenger
;;3376.07;best;;1046251117#3;veh69543;1049880665;veh_passenger
;;3376.11;best;;322244185#4;veh69544;1044700255#2;veh_passenger
;;3376.16;best;;355210818#10;veh69545;1047443154#2;veh_passenger
;;3376.21;best;max;-1061113470;veh69546;1216883585;veh_passenger
;;3376.26;best;;335285730#1;veh69547;1054354504;veh_passenger
;;3376.31;best;;172366590#1;veh69548;903009082#1;veh_passenger
;;3376.36;best;;-442582335#0;veh69549;156032800#1;veh_passenger
;;3376.41;best;max;-1303486542;veh69550;1382263049#0;veh_passenger
;;3376.45;best;;335305604#3;veh69551;218030967#4;veh_passenger
;;3376.50;best;;1217164273#2;veh69552;1042418415#3;veh_passenger
;;3376.55;best;;-158367054#4;veh69553;-229908898#2;veh_passenger
;;3376.60;best;max;-354991381#2;veh69554;1302319801;veh_passenger
;;3376.65;best;max;813611691#0;veh69555;641793526#37;veh_passenger
;;3376.70;best;max;-1216004326;veh69556;1042247820#0;veh_passenger
;;3376.75;best;max;-1071865199;veh69557;234273810#3;veh_passenger
;;3376.79;best;;1206543879#1;veh69558;322244178#0;veh_passenger
;;3376.84;best;;585612366#1;veh69559;-156015651#2;veh_passenger
;;3376.89;best;max;335285960#0;veh69560;902523984#0;veh_passenger
;;3376.94;best;;-279806915#27;veh69561;158366236#36;veh_passenger
;;3376.99;best;max;-1219085877;veh69562;-1043853246#1;veh_passenger
;;3377.04;best;max;-1044514912;veh69563;26514974#9;veh_passenger
;;3377.09;best;;-322815830#2;veh69564;1201026111#1;veh_passenger
;;3377.13;best;;1383726001#0;veh69565;-446754553#11;veh_passenger
;;3377.18;best;;1041930111#2;veh69566;1215345223#1;veh_passenger
;;3377.23;best;max;-1388988472;veh69567;1214491790;veh_passenger
;;3377.28;best;max;1071872396#0;veh69568;-1217169063;veh_passenger
;;3377.33;best;max;1217255349;veh69569;1392297213;veh_passenger
;;3377.38;best;max;-1042598978#3;veh69570;-684343621#1;veh_passenger
;;3377.43;best;max;-1303692086#1;veh69571;83229105#9;veh_passenger
;;3377.47;best;max;-1381895914#1;veh69572;-1049877268#0;veh_passenger
;;3377.52;best;;-1046398060#0;veh69573;-1432247990#0;veh_passenger
;;3377.57;best;;1232123841#1;veh69574;1226409517#1;veh_passenger
;;3377.62;best;max;1071865187;veh69575;1217169042;veh_passenger
;;3377.67;best;;-1216000779#0;veh69576;-689713863#5;veh_passenger
;;3377.72;best;;1382534371#2;veh69577;155838462#4;veh_passenger
;;3377.77;best;;-1043849482;veh69578;1368966145;veh_passenger
;;3377.81;best;;158470046#0;veh69579;1386019631;veh_passenger
;;3377.86;best;max;-1095921944;veh69580;-325440925#0;veh_passenger
;;3377.91;best;max;-1217255416;veh69581;1257761512;veh_passenger
;;3377.96;best;max;447849566;veh69582;902985180#2;veh_passenger
;;3378.01;best;max;-1055120460;veh69583;160327079#5;veh_passenger
;;3378.06;best;;-44770272#2;veh69584;1050950549;veh_passenger
;;3378.11;best;max;-1418669381;veh69585;-355216058#1;veh_passenger
;;3378.15;best;;-319423444#4;veh69586;1089450247#1;veh_passenger
;;3378.20;best;max;-1385074278;veh69587;680393833#0;veh_passenger
;;3378.25;best;;354055507#5;veh69588;318106695#1;veh_passenger
;;3378.30;best;;825108510#21;veh69589;-239456227#24;veh_passenger
;;3378.35;best;max;-1216159295;veh69590;221616967#0;veh_passenger
;;3378.40;best;max;-1071867060;veh69591;1089022995#3;veh_passenger
;;3378.44;best;;319899814#5;veh69592;1219080839;veh_passenger
;;3378.49;best;max;-1154699531;veh69593;-117011796#1;veh_passenger
;;3378.54;best;;379260340#10;veh69594;1266139212#2;veh_passenger
;;3378.59;best;max;-1046292295;veh69595;-1042896331#1;veh_passenger
;;3378.64;best;max;-1210294424#1;veh69596;-1369859086#1;veh_passenger
;;3378.69;best;;1217035500#1;veh69597;1088731607;veh_passenger
;;3378.74;best;max;-988505740;veh69598;199043535#12;veh_passenger
;;3378.78;best;;922333617#0;veh69599;-27189536#9;veh_passenger
;;3378.83;best;;1377443921;veh69600;-158366247#5;veh_passenger
;;3378.88;best;max;-1382263399#1;veh69601;1390311241;veh_passenger
;;3378.93;best;;158370288#30;veh69602;-1383716087#0;veh_passenger
;;3378.98;best;;1044514944#1;veh69603;1464125700;veh_passenger
;;3379.03;best;max;-1392552606;veh69604;-1085301162;veh_passenger
;;3379.08;best;max;-1219040421;veh69605;-569566142#1;veh_passenger
;;3379.12;best;;321399398#10;veh69606;-1093900722#0;veh_passenger
;;3379.17;best;;-1049852876#0;veh69607;680950028#8;veh_passenger
;;3379.22;best;;-1042192057;veh69608;-447686964;veh_passenger
;;3379.27;best;;83229105#7;veh69609;1054401199#1;veh_passenger
;;3379.32;best;;684343214#3;veh69610;1148829445;veh_passenger
;;3379.37;best;;-858852302;veh69611;1046482179;veh_passenger
;;3379.42;best;max;1217249795;veh69612;354298488#0;veh_passenger
;;3379.46;best;max;-1388946857;veh69613;1368622938;veh_passenger
;;3379.51;best;max;-1383716081;veh69614;1358318480;veh_passenger
;;3379.56;best;;318106704#13;veh69615;1383726006;veh_passenger
;;3379.61;best;max;-1042896327;veh69616;1383759262#1;veh_passenger
;;3379.66;best;;-684342107#1;veh69617;1044804363;veh_passenger
;;3379.71;best;max;-1049862881;veh69618;1049873919;veh_passenger
;;3379.76;best;;-815459479#16;veh69619;355393307#3;veh_passenger
;;3379.80;best;;-1226409981;veh69620;1217037455;veh_passenger
;;3379.85;best;;280941187#1;veh69621;-354997517#3;veh_passenger
;;3379.90;best;;-1217038342;veh69622;1046292293;veh_passenger
;;3379.95;best;max;1217034997;veh69623;1054403359#1;veh_passenger
;;3380.00;best;max;-1386972473#1;veh69624;-310880285#2;veh_passenger
;;3380.05;best;;221202403#4;veh69625;1052654330#1;veh_passenger
;;3380.10;best;max;-1391554688#1;veh69626;-378246884#9;veh_passenger
;;3380.14;best;max;-1217029649#1;veh69627;1218438371#0;veh_passenger
;;3380.19;best;max;-988530869;veh69628;1216158222#1;veh_passenger
;;3380.24;best;;-865573717;veh69629;1198862199#1;veh_passenger
;;3380.29;best;;-325440941#0;veh69630;-1358318463;veh_passenger
;;3380.34;best;;44770272#3;veh69631;988203045#0;veh_passenger
;;3380.39;best;max;-1217039080;veh69632;858852314;veh_passenger
;;3380.44;best;max;1430547998#0;veh69633;-163384856;veh_passenger
;;3380.48;best;;-355216059#6;veh69634;-1047637747;veh_passenger
;;3380.53;best;;22838354#4;veh69635;1043813744;veh_passenger
;;3380.58;best;max;-132363046;veh69636;1054401185;veh_passenger
;;3380.63;best;;-1055049379#0;veh69637;132070868#7;veh_passenger
;;3380.68;best;max;-865573711;veh69638;1054632984#2;veh_passenger
;;3380.73;best;;684343620#9;veh69639;690917726#3;veh_passenger
;;3380.78;best;max;-1054354511;veh69640;849848500;veh_passenger
;;3380.82;best;;-1055120459#5;veh69641;1085586816#0;veh_passenger
;;3380.87;best;max;-1071860436;veh69642;1390917388;veh_passenger
;;3380.92;best;;-1042598969#1;veh69643;260127621#5;veh_passenger
;;3380.97;best;max;-1055299305#1;veh69644;-378247896#0;veh_passenger
;;3381.02;best;;1384035918;veh69645;1152642990#1;veh_passenger
;;3381.07;best;max;-1217160389;veh69646;-1049873925#1;veh_passenger
;;3381.12;best;max;-1217164174;veh69647;1430223646#1;veh_passenger
;;3381.16;best;max;-1430223646#1;veh69648;988202988#1;veh_passenger
;;3381.21;best;;319423449#4;veh69649;1084651000#2;veh_passenger
;;3381.26;best;;-1053937967;veh69650;1217164007#1;veh_passenger
;;3381.31;best;;-1043813723#0;veh69651;252031625#2;veh_passenger
;;3381.36;best;max;-1044514937#1;veh69652;1385707708;veh_passenger
;;3381.41;best;max;-556414774#1;veh69653;-1266170528#0;veh_passenger
;;3381.45;best;;-218857109#11;veh69654;378246881#6;veh_passenger
;;3381.50;best;max;-1388712574;veh69655;849848479#1;veh_passenger
;;3381.55;best;max;-1052742422#1;veh69656;1376460490#1;veh_passenger
;;3381.60;best;max;-1216159297#3;veh69657;-625230324;veh_passenger
;;3381.65;best;;1042241314#0;veh69658;1044514943#2;veh_passenger
;;3381.70;best;;-682514747#2;veh69659;1219040295#1;veh_passenger
;;3381.75;best;;-160327081#1;veh69660;-1046292296;veh_passenger
;;3381.79;best;max;-1464125700;veh69661;1391148141#2;veh_passenger
;;3381.84;best;max;-1047086887#1;veh69662;1053935947#1;veh_passenger
;;3381.89;best;max;-1054632971;veh69663;1090719852#1;veh_passenger
;;3381.94;best;;1050950552#7;veh69664;1386974079;veh_passenger
;;3381.99;best;max;-1055092048#2;veh69665;-1388710558;veh_passenger
;;3382.04;best;;-1384917998#0;veh69666;1382214642;veh_passenger
;;3382.09;best;;1218993868#1;veh69667;-229908892#10;veh_passenger
;;3382.13;best;max;-1215345210;veh69668;-132071733#6;veh_passenger
;;3382.18;best;;-219900680#7;veh69669;1388005037;veh_passenger
;;3382.23;best;;-252036569#4;veh69670;1387969738;veh_passenger
;;3382.28;best;;176065877#1;veh69671;680950025;veh_passenger
;;3382.33;best;;-1201026112#0;veh69672;-1390368225;veh_passenger
;;3382.38;best;max;-1044560543;veh69673;1215282665;veh_passenger
;;3382.43;best;max;-1205394641;veh69674;1217164214;veh_passenger
;;3382.47;best;;-355393308#1;veh69675;1043849465#1;veh_passenger
;;3382.52;best;max;-1088731606;veh69676;1046565683;veh_passenger
;;3382.57;best;;1055092044;veh69677;78532755#1;veh_passenger
;;3382.62;best;max;-1054354507#1;veh69678;1446852968;veh_passenger
;;3382.67;best;max;-1217249870;veh69679;1043565890#1;veh_passenger
;;3382.72;best;max;-1049696977#2;veh69680;-849848498#1;veh_passenger
;;3382.77;best;;695580801#6;veh69681;-158349544#2;veh_passenger
;;3382.81;best;max;-1217168832;veh69682;1041999197;veh_passenger
;;3382.86;best;;-320044838;veh69683;-1218440518#0;veh_passenger
;;3382.91;best;;-626812975#0;veh69684;132070859#2;veh_passenger
;;3382.96;best;;-1381333059;veh69685;1049877258;veh_passenger
;;3383.01;best;;164420780;veh69686;-467554572#0;veh_passenger
;;3383.06;best;max;-1055072953;veh69687;218032138#13;veh_passenger
